file_path(string),gt_class(string),gt_box(string),pd_class(string),pd_box(string),pd_score(float),frame_idx_in_file(int)
2007_003134.jpg,,,person,"{'x_left': 0.31894050554931164, 'y_top': 0.22956820522675153, 'x_right': 0.5693574374192036, 'y_bottom': 0.7476805780682196}",0.56725997,0
2007_003134.jpg,,,person,"{'x_left': 0.5236081888335943, 'y_top': 0.08343366629527171, 'x_right': 0.9774900313313649, 'y_bottom': 0.9223260222288279}",0.9018929,0
2007_003134.jpg,,,person,"{'x_left': 0.03188044254337366, 'y_top': 0.21718308785658608, 'x_right': 0.3760977895469161, 'y_bottom': 0.9380437479811448}",0.8333723,0
2007_003137.jpg,bus,"{'x_left': 0.002, 'y_top': 0.12, 'x_right': 0.812, 'y_bottom': 0.8266666666666667}",,,,0
2007_003137.jpg,,,bus,"{'x_left': 0.030806240936425977, 'y_top': 0.12898591672227933, 'x_right': 0.8100397061458, 'y_bottom': 0.8160909546544919}",0.94911337,0
2007_003143.jpg,car,"{'x_left': 0.066, 'y_top': 0.2465753424657534, 'x_right': 0.964, 'y_bottom': 0.8698630136986302}",,,,0
2007_003143.jpg,,,car,"{'x_left': 0.06066314798868622, 'y_top': 0.1915280003964902, 'x_right': 0.9552840288712429, 'y_bottom': 0.9101288377087849}",0.89061415,0
2007_003169.jpg,cat,"{'x_left': 0.108, 'y_top': 0.30133333333333334, 'x_right': 0.948, 'y_bottom': 0.8853333333333333}",,,,0
2007_003169.jpg,sofa,"{'x_left': 0.004, 'y_top': 0.17066666666666666, 'x_right': 0.498, 'y_bottom': 0.5626666666666666}",,,,0
2007_003169.jpg,,,cat,"{'x_left': 0.05901317382592425, 'y_top': 0.27266934259992376, 'x_right': 0.937438671709941, 'y_bottom': 0.9205795345586079}",0.93590313,0
2007_003178.jpg,train,"{'x_left': 0.144, 'y_top': 0.368, 'x_right': 0.822, 'y_bottom': 0.7173333333333334}",,,,0
2007_003178.jpg,,,train,"{'x_left': 0.12665312160803716, 'y_top': 0.3699995215684634, 'x_right': 0.8261074395464016, 'y_bottom': 0.7250080470293302}",0.91944313,0
2007_003188.jpg,bicycle,"{'x_left': 0.108, 'y_top': 0.3333333333333333, 'x_right': 0.64, 'y_bottom': 1.0}",,,,0
2007_003188.jpg,person,"{'x_left': 0.514, 'y_top': 0.010666666666666666, 'x_right': 0.87, 'y_bottom': 1.0}",,,,0
2007_003188.jpg,,,person,"{'x_left': 0.8198022846688444, 'y_top': 0.15137720787488498, 'x_right': 0.962428954503284, 'y_bottom': 0.5487361803333576}",0.21640533,0
2007_003188.jpg,,,person,"{'x_left': 0.5322963474576061, 'y_top': 0.05552916821571502, 'x_right': 0.8884849325281152, 'y_bottom': 0.9728559482880739}",0.86574125,0
2007_003188.jpg,,,bicycle,"{'x_left': 0.10157309103062523, 'y_top': 0.32253186026738234, 'x_right': 0.6203202653659765, 'y_bottom': 0.9611718337093866}",0.84347844,0
2007_003189.jpg,horse,"{'x_left': 0.38209606986899564, 'y_top': 0.34, 'x_right': 0.5917030567685589, 'y_bottom': 0.668}",,,,0
2007_003189.jpg,person,"{'x_left': 0.3558951965065502, 'y_top': 0.108, 'x_right': 0.631004366812227, 'y_bottom': 0.568}",,,,0
2007_003189.jpg,pottedplant,"{'x_left': 0.3864628820960699, 'y_top': 0.656, 'x_right': 0.5851528384279476, 'y_bottom': 0.954}",,,,0
2007_003189.jpg,pottedplant,"{'x_left': 0.31222707423580787, 'y_top': 0.57, 'x_right': 0.4672489082969432, 'y_bottom': 0.696}",,,,0
2007_003189.jpg,pottedplant,"{'x_left': 0.1965065502183406, 'y_top': 0.538, 'x_right': 0.3034934497816594, 'y_bottom': 0.718}",,,,0
2007_003189.jpg,,,person,"{'x_left': 0.3568976996724422, 'y_top': 0.09346854716447683, 'x_right': 0.6051912336853834, 'y_bottom': 0.5723577368039351}",0.85776895,0
2007_003189.jpg,,,horse,"{'x_left': 0.37511788898935683, 'y_top': 0.32818364554001733, 'x_right': 0.6058335990286791, 'y_bottom': 0.6351852975643598}",0.8914889,0
2007_003189.jpg,,,pottedplant,"{'x_left': 0.1916042957819425, 'y_top': 0.5334674975193464, 'x_right': 0.32453998446831334, 'y_bottom': 0.7181837735121067}",0.80021495,0
2007_003189.jpg,,,chair,"{'x_left': 0.28362517622571726, 'y_top': 0.6300416438073378, 'x_right': 0.44233009916314714, 'y_bottom': 0.9794613090251042}",0.29571012,0
2007_003189.jpg,,,pottedplant,"{'x_left': 0.3991477108729573, 'y_top': 0.6403464591503144, 'x_right': 0.6108188459695532, 'y_bottom': 0.9549239086187803}",0.6193075,0
2007_003190.jpg,sheep,"{'x_left': 0.2824858757062147, 'y_top': 0.06, 'x_right': 0.7598870056497176, 'y_bottom': 0.358}",,,,0
2007_003190.jpg,sheep,"{'x_left': 0.005649717514124294, 'y_top': 0.094, 'x_right': 0.3248587570621469, 'y_bottom': 0.44}",,,,0
2007_003190.jpg,sheep,"{'x_left': 0.01977401129943503, 'y_top': 0.094, 'x_right': 0.3022598870056497, 'y_bottom': 0.53}",,,,0
2007_003190.jpg,sheep,"{'x_left': 0.3474576271186441, 'y_top': 0.186, 'x_right': 0.7966101694915254, 'y_bottom': 0.916}",,,,0
2007_003190.jpg,,,sheep,"{'x_left': 0.39177109323441983, 'y_top': 0.06345193952377026, 'x_right': 0.7476797961329038, 'y_bottom': 0.20047420889084155}",0.58910334,0
2007_003190.jpg,,,sheep,"{'x_left': 0.0, 'y_top': 0.12337274056902298, 'x_right': 0.04168688117242776, 'y_bottom': 0.43422379621404866}",0.18767081,0
2007_003190.jpg,,,sheep,"{'x_left': 0.02191698400905498, 'y_top': 0.0962421838122148, 'x_right': 0.3112281048653217, 'y_bottom': 0.5449268277806502}",0.8128765,0
2007_003190.jpg,,,sheep,"{'x_left': 0.34797194915335916, 'y_top': 0.14023559331783886, 'x_right': 0.7981558616916492, 'y_bottom': 0.8948755497209843}",0.86630577,0
2007_003191.jpg,person,"{'x_left': 0.006, 'y_top': 0.003003003003003003, 'x_right': 0.702, 'y_bottom': 1.0}",,,,0
2007_003191.jpg,,,person,"{'x_left': 0.024336264631381388, 'y_top': 0.029517065020708, 'x_right': 0.8070389399684392, 'y_bottom': 1.0}",0.8877898,0
2007_003194.jpg,dog,"{'x_left': 0.002, 'y_top': 0.04804804804804805, 'x_right': 0.748, 'y_bottom': 0.8978978978978979}",,,,0
2007_003194.jpg,,,dog,"{'x_left': 0.0, 'y_top': 0.1000343091740058, 'x_right': 0.788551177592461, 'y_bottom': 0.8967282553750735}",0.8984674,0
2007_003195.jpg,bus,"{'x_left': 0.334, 'y_top': 0.44744744744744747, 'x_right': 0.642, 'y_bottom': 0.8288288288288288}",,,,0
2007_003195.jpg,car,"{'x_left': 0.654, 'y_top': 0.6816816816816816, 'x_right': 0.948, 'y_bottom': 0.8078078078078078}",,,,0
2007_003195.jpg,,,bus,"{'x_left': 0.3291024606502973, 'y_top': 0.4514035330655025, 'x_right': 0.6545388657771625, 'y_bottom': 0.8237971273466257}",0.89353925,0
2007_003195.jpg,,,car,"{'x_left': 0.6494892619733627, 'y_top': 0.6863090636924597, 'x_right': 0.9515510463187328, 'y_bottom': 0.8072553219417425}",0.82460576,0
2007_003195.jpg,,,car,"{'x_left': 0.1299381010711193, 'y_top': 0.7354913855650105, 'x_right': 0.23831447432637215, 'y_bottom': 0.8187577280038825}",0.7129384,0
2007_003201.jpg,cow,"{'x_left': 0.002, 'y_top': 0.16825396825396827, 'x_right': 0.332, 'y_bottom': 0.8253968253968254}",,,,0
2007_003201.jpg,cow,"{'x_left': 0.274, 'y_top': 0.07936507936507936, 'x_right': 0.832, 'y_bottom': 0.946031746031746}",,,,0
2007_003201.jpg,cow,"{'x_left': 0.64, 'y_top': 0.09523809523809523, 'x_right': 1.0, 'y_bottom': 0.8285714285714286}",,,,0
2007_003201.jpg,,,cow,"{'x_left': 0.0, 'y_top': 0.1300542892382695, 'x_right': 0.34854291643874, 'y_bottom': 0.8407950780501732}",0.908749,0
2007_003201.jpg,,,cow,"{'x_left': 0.26775329800660796, 'y_top': 0.05754709436251565, 'x_right': 0.8556582198702372, 'y_bottom': 0.936969269148203}",0.86248904,0
2007_003201.jpg,,,cow,"{'x_left': 0.7943294150644312, 'y_top': 0.09135357763675545, 'x_right': 0.9981940423893699, 'y_bottom': 0.8612964008542208}",0.9169174,0
2007_003205.jpg,person,"{'x_left': 0.08408408408408409, 'y_top': 0.152, 'x_right': 0.918918918918919, 'y_bottom': 0.752}",,,,0
2007_003205.jpg,chair,"{'x_left': 0.03303303303303303, 'y_top': 0.336, 'x_right': 0.9669669669669669, 'y_bottom': 0.894}",,,,0
2007_003205.jpg,,,person,"{'x_left': 0.08916225542196854, 'y_top': 0.1496982310744432, 'x_right': 0.9286031748817517, 'y_bottom': 0.8177862568626038}",0.86337185,0
2007_003205.jpg,,,chair,"{'x_left': 0.0358025823244682, 'y_top': 0.22333483259196474, 'x_right': 0.9865386415389868, 'y_bottom': 0.9220321662272398}",0.6296799,0
2007_003207.jpg,bottle,"{'x_left': 0.248, 'y_top': 0.018018018018018018, 'x_right': 0.324, 'y_bottom': 0.3063063063063063}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.188, 'y_top': 0.10810810810810811, 'x_right': 0.264, 'y_bottom': 0.2732732732732733}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.142, 'y_top': 0.17117117117117117, 'x_right': 0.216, 'y_bottom': 0.4984984984984985}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.2, 'y_top': 0.17417417417417416, 'x_right': 0.3, 'y_bottom': 0.5645645645645646}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.026, 'y_top': 0.2132132132132132, 'x_right': 0.122, 'y_bottom': 0.5525525525525525}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.304, 'y_top': 0.34534534534534533, 'x_right': 0.406, 'y_bottom': 0.7117117117117117}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.432, 'y_top': 0.3063063063063063, 'x_right': 0.522, 'y_bottom': 0.6666666666666666}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.518, 'y_top': 0.4024024024024024, 'x_right': 0.614, 'y_bottom': 0.7807807807807807}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.616, 'y_top': 0.3783783783783784, 'x_right': 0.712, 'y_bottom': 0.7537537537537538}",,,,0
2007_003207.jpg,bottle,"{'x_left': 0.7, 'y_top': 0.4174174174174174, 'x_right': 0.816, 'y_bottom': 0.7927927927927928}",,,,0
2007_003207.jpg,,,bottle,"{'x_left': 0.011819944963145715, 'y_top': 0.17760882983501142, 'x_right': 0.12735361774695608, 'y_bottom': 0.5360880167601658}",0.6455566,0
2007_003207.jpg,,,bottle,"{'x_left': 0.1876581925703929, 'y_top': 0.16499825568419238, 'x_right': 0.2915298725458292, 'y_bottom': 0.5362765061026353}",0.630464,0
2007_003207.jpg,,,bottle,"{'x_left': 0.3101805629243071, 'y_top': 0.2901744303204463, 'x_right': 0.4148534905847449, 'y_bottom': 0.7130371137897784}",0.90948707,0
2007_003207.jpg,,,bottle,"{'x_left': 0.42322416501320326, 'y_top': 0.31258432108145495, 'x_right': 0.5163364214301109, 'y_bottom': 0.7172215225652547}",0.84251904,0
2007_003207.jpg,,,bottle,"{'x_left': 0.5046247499353037, 'y_top': 0.36825598658414993, 'x_right': 0.6067603639825606, 'y_bottom': 0.7723275010732504}",0.7826282,0
2007_003207.jpg,,,bottle,"{'x_left': 0.605161989480257, 'y_top': 0.37999923158058757, 'x_right': 0.713840950624301, 'y_bottom': 0.7701160795651949}",0.9105555,0
2007_003207.jpg,,,bottle,"{'x_left': 0.7114243176545088, 'y_top': 0.380366439643273, 'x_right': 0.8047620388899859, 'y_bottom': 0.7671202699881333}",0.83306044,0
2007_003226.jpg,person,"{'x_left': 0.2132132132132132, 'y_top': 0.086, 'x_right': 0.8588588588588588, 'y_bottom': 0.97}",,,,0
2007_003226.jpg,,,person,"{'x_left': 0.5219921635861581, 'y_top': 0.0, 'x_right': 0.6366693578119461, 'y_bottom': 0.13012941657029664}",0.26839438,0
2007_003226.jpg,,,person,"{'x_left': 0.2551778974434504, 'y_top': 0.08985949157166939, 'x_right': 0.3320325927099356, 'y_bottom': 0.18476160995444424}",0.48634323,0
2007_003226.jpg,,,person,"{'x_left': 0.8985350850519652, 'y_top': 0.11280688500331004, 'x_right': 0.9987050768437867, 'y_bottom': 0.5950255981415968}",0.10607733,0
2007_003226.jpg,,,person,"{'x_left': 0.1756116898912649, 'y_top': 0.07213841922695818, 'x_right': 0.8660018155455589, 'y_bottom': 0.9597481033595708}",0.9437052,0
2007_003251.jpg,diningtable,"{'x_left': 0.24, 'y_top': 0.424, 'x_right': 0.784, 'y_bottom': 0.9066666666666666}",,,,0
2007_003251.jpg,chair,"{'x_left': 0.556, 'y_top': 0.6026666666666667, 'x_right': 0.892, 'y_bottom': 1.0}",,,,0
2007_003251.jpg,chair,"{'x_left': 0.516, 'y_top': 0.42133333333333334, 'x_right': 0.706, 'y_bottom': 0.7546666666666667}",,,,0
2007_003251.jpg,chair,"{'x_left': 0.218, 'y_top': 0.464, 'x_right': 0.436, 'y_bottom': 0.88}",,,,0
2007_003251.jpg,chair,"{'x_left': 0.27, 'y_top': 0.39466666666666667, 'x_right': 0.404, 'y_bottom': 0.6213333333333333}",,,,0
2007_003251.jpg,,,chair,"{'x_left': 0.5233347036061379, 'y_top': 0.3830167011000789, 'x_right': 0.5992557373640629, 'y_bottom': 0.4699054817166466}",0.16255122,0
2007_003251.jpg,,,chair,"{'x_left': 0.6253767812233705, 'y_top': 0.41895791182174136, 'x_right': 0.7102239800434845, 'y_bottom': 0.5449241539145891}",0.18767542,0
2007_003251.jpg,,,chair,"{'x_left': 0.23030974714629923, 'y_top': 0.4516525016946059, 'x_right': 0.4505487502899307, 'y_bottom': 0.8631882093855051}",0.9233988,0
2007_003251.jpg,,,diningtable,"{'x_left': 0.19756183618820627, 'y_top': 0.4313700029715666, 'x_right': 0.7747287163912333, 'y_bottom': 0.9098874775030521}",0.9536301,0
2007_003251.jpg,,,chair,"{'x_left': 0.5432657622110155, 'y_top': 0.5904676743160762, 'x_right': 0.8908877991976876, 'y_bottom': 0.9916155142543865}",0.89156723,0
2007_003267.jpg,bird,"{'x_left': 0.004, 'y_top': 0.2072072072072072, 'x_right': 1.0, 'y_bottom': 1.0}",,,,0
2007_003267.jpg,,,bird,"{'x_left': 0.0575320596951705, 'y_top': 0.2303511996778158, 'x_right': 0.9319525026284731, 'y_bottom': 1.0}",0.82686245,0
2007_003286.jpg,train,"{'x_left': 0.132, 'y_top': 0.16266666666666665, 'x_right': 0.896, 'y_bottom': 0.8026666666666666}",,,,0
2007_003286.jpg,,,train,"{'x_left': 0.1488964168456885, 'y_top': 0.1538375894457102, 'x_right': 0.8899326621954258, 'y_bottom': 0.7950964566760339}",0.9542599,0
2007_003329.jpg,person,"{'x_left': 0.03313253012048193, 'y_top': 0.03, 'x_right': 0.8554216867469879, 'y_bottom': 0.99}",,,,0
2007_003329.jpg,,,person,"{'x_left': 0.0384600327858558, 'y_top': 0.0037267981960223406, 'x_right': 0.8256459070792566, 'y_bottom': 0.9911279638079495}",0.9128554,0
2007_003330.jpg,bird,"{'x_left': 0.536, 'y_top': 0.2882882882882883, 'x_right': 0.75, 'y_bottom': 0.7417417417417418}",,,,0
2007_003330.jpg,bird,"{'x_left': 0.332, 'y_top': 0.21021021021021022, 'x_right': 0.476, 'y_bottom': 0.43843843843843844}",,,,0
2007_003330.jpg,,,bird,"{'x_left': 0.3392850519751127, 'y_top': 0.2101754100737205, 'x_right': 0.4818767500233192, 'y_bottom': 0.45985829240982345}",0.6204551,0
2007_003330.jpg,,,bird,"{'x_left': 0.5482509049727367, 'y_top': 0.2649243229748653, 'x_right': 0.7119482589960098, 'y_bottom': 0.7796933849378733}",0.6854182,0
2007_003349.jpg,bird,"{'x_left': 0.176, 'y_top': 0.16516516516516516, 'x_right': 0.654, 'y_bottom': 0.8678678678678678}",,,,0
2007_003349.jpg,,,bird,"{'x_left': 0.17073352617107904, 'y_top': 0.15656650385398135, 'x_right': 0.6535148289974836, 'y_bottom': 0.8753849052658447}",0.90302104,0
2007_003367.jpg,person,"{'x_left': 0.002, 'y_top': 0.464, 'x_right': 0.076, 'y_bottom': 0.6746666666666666}",,,,0
2007_003367.jpg,person,"{'x_left': 0.006, 'y_top': 0.5333333333333333, 'x_right': 0.044, 'y_bottom': 0.8426666666666667}",,,,0
2007_003367.jpg,motorbike,"{'x_left': 0.03, 'y_top': 0.568, 'x_right': 0.222, 'y_bottom': 0.8053333333333333}",,,,0
2007_003367.jpg,pottedplant,"{'x_left': 0.708, 'y_top': 0.44533333333333336, 'x_right': 0.778, 'y_bottom': 0.712}",,,,0
2007_003367.jpg,pottedplant,"{'x_left': 0.774, 'y_top': 0.3466666666666667, 'x_right': 0.836, 'y_bottom': 0.4533333333333333}",,,,0
2007_003367.jpg,pottedplant,"{'x_left': 0.844, 'y_top': 0.3413333333333333, 'x_right': 0.894, 'y_bottom': 0.456}",,,,0
2007_003367.jpg,pottedplant,"{'x_left': 0.894, 'y_top': 0.37866666666666665, 'x_right': 0.946, 'y_bottom': 0.464}",,,,0
2007_003367.jpg,pottedplant,"{'x_left': 0.952, 'y_top': 0.37866666666666665, 'x_right': 0.992, 'y_bottom': 0.4613333333333333}",,,,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.3605107331739022, 'y_top': 0.30391136329827395, 'x_right': 0.45654794009786387, 'y_bottom': 0.4177633907711277}",0.40006235,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.6255854735638087, 'y_top': 0.3983892263955795, 'x_right': 0.686841249402899, 'y_bottom': 0.4865271616759208}",0.5084311,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.7738378729079778, 'y_top': 0.3547816756294324, 'x_right': 0.8429594184075411, 'y_bottom': 0.44560473257119837}",0.4343415,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.8413661708008784, 'y_top': 0.35907478400881476, 'x_right': 0.9110824751209754, 'y_bottom': 0.456743085617744}",0.40746558,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.9391370914807686, 'y_top': 0.37357066482993273, 'x_right': 0.9942550297608743, 'y_bottom': 0.46708844920075854}",0.48171222,0
2007_003367.jpg,,,person,"{'x_left': 0.06965442604491344, 'y_top': 0.41803456255724797, 'x_right': 0.1402966812736713, 'y_bottom': 0.5722110547957512}",0.103986144,0
2007_003367.jpg,,,person,"{'x_left': 0.0038543228711073185, 'y_top': 0.4431347193658352, 'x_right': 0.0707369332338755, 'y_bottom': 0.6986709065130123}",0.4896271,0
2007_003367.jpg,,,pottedplant,"{'x_left': 0.6896478003945488, 'y_top': 0.436529903252675, 'x_right': 0.8274089857024642, 'y_bottom': 0.7160253836316328}",0.6532862,0
2007_003367.jpg,,,motorbike,"{'x_left': 0.008823176203438851, 'y_top': 0.5141093110432993, 'x_right': 0.2270945662323099, 'y_bottom': 0.8217413220643996}",0.7798244,0
2007_003367.jpg,,,person,"{'x_left': 0.0, 'y_top': 0.5940134147258905, 'x_right': 0.02404070763416015, 'y_bottom': 0.8441440474308454}",0.2658043,0
2007_003373.jpg,dog,"{'x_left': 0.464, 'y_top': 0.4266666666666667, 'x_right': 0.882, 'y_bottom': 0.8773333333333333}",,,,0
2007_003373.jpg,person,"{'x_left': 0.352, 'y_top': 0.0026666666666666666, 'x_right': 0.66, 'y_bottom': 0.5226666666666666}",,,,0
2007_003373.jpg,,,person,"{'x_left': 0.3458396055006523, 'y_top': 0.02165678606225896, 'x_right': 0.6792572603000586, 'y_bottom': 0.5024755527917238}",0.93556654,0
2007_003373.jpg,,,dog,"{'x_left': 0.4313371721677597, 'y_top': 0.40072360342374214, 'x_right': 0.8490128022811045, 'y_bottom': 0.9014639173003344}",0.92723763,0
2007_003431.jpg,person,"{'x_left': 0.029333333333333333, 'y_top': 0.03, 'x_right': 0.9946666666666667, 'y_bottom': 1.0}",,,,0
2007_003431.jpg,bottle,"{'x_left': 0.0026666666666666666, 'y_top': 0.5, 'x_right': 0.07733333333333334, 'y_bottom': 0.77}",,,,0
2007_003431.jpg,bottle,"{'x_left': 0.15733333333333333, 'y_top': 0.452, 'x_right': 0.344, 'y_bottom': 0.936}",,,,0
2007_003431.jpg,,,person,"{'x_left': 0.048297890043258684, 'y_top': 0.04197033656514604, 'x_right': 0.9612317739229936, 'y_bottom': 0.9712838932738854}",0.8344091,0
2007_003431.jpg,,,bottle,"{'x_left': 0.0036589232006898308, 'y_top': 0.5149843377858401, 'x_right': 0.06357146646770147, 'y_bottom': 0.6761071813498551}",0.19294357,0
2007_003431.jpg,,,bottle,"{'x_left': 0.16159228929246844, 'y_top': 0.4424434758421091, 'x_right': 0.3430275704396459, 'y_bottom': 0.9664772157214238}",0.8123418,0
2007_003431.jpg,,,chair,"{'x_left': 0.7563442191452934, 'y_top': 0.6241115346218991, 'x_right': 0.9965006280203279, 'y_bottom': 0.9783505324319692}",0.11109718,0
2007_003451.jpg,sofa,"{'x_left': 0.47, 'y_top': 0.4624624624624625, 'x_right': 0.816, 'y_bottom': 0.6756756756756757}",,,,0
2007_003451.jpg,chair,"{'x_left': 0.424, 'y_top': 0.5015015015015015, 'x_right': 0.52, 'y_bottom': 0.7387387387387387}",,,,0
2007_003451.jpg,tvmonitor,"{'x_left': 0.78, 'y_top': 0.6066066066066066, 'x_right': 0.932, 'y_bottom': 0.8318318318318318}",,,,0
2007_003451.jpg,bottle,"{'x_left': 0.014, 'y_top': 0.6516516516516516, 'x_right': 0.05, 'y_bottom': 0.7807807807807807}",,,,0
2007_003451.jpg,,,bottle,"{'x_left': 0.16458543853358581, 'y_top': 0.49705139583188757, 'x_right': 0.20696281980768994, 'y_bottom': 0.6529052615044209}",0.2685647,0
2007_003451.jpg,,,sofa,"{'x_left': 0.48128428267974116, 'y_top': 0.46423169330817, 'x_right': 0.8106458426301295, 'y_bottom': 0.6952789466894589}",0.80758965,0
2007_003451.jpg,,,chair,"{'x_left': 0.4401113630510293, 'y_top': 0.572594483131858, 'x_right': 0.5491247579432451, 'y_bottom': 0.7370075482091077}",0.27733544,0
2007_003451.jpg,,,bottle,"{'x_left': 0.010593967302831318, 'y_top': 0.6421561150083175, 'x_right': 0.04605071539798608, 'y_bottom': 0.7854417149204473}",0.15618908,0
2007_003451.jpg,,,tvmonitor,"{'x_left': 0.759159651715595, 'y_top': 0.6026293108610006, 'x_right': 0.969162475975087, 'y_bottom': 0.8368316681971917}",0.27945307,0
2007_003451.jpg,,,chair,"{'x_left': 0.7513310280735677, 'y_top': 0.9065783297716425, 'x_right': 0.8729859393770878, 'y_bottom': 0.9892086433746494}",0.32885012,0
2007_003499.jpg,train,"{'x_left': 0.214, 'y_top': 0.06933333333333333, 'x_right': 0.992, 'y_bottom': 0.864}",,,,0
2007_003499.jpg,,,train,"{'x_left': 0.23527909613572634, 'y_top': 0.08869652952505991, 'x_right': 0.9490923019097401, 'y_bottom': 0.884148625934124}",0.9442976,0
2007_003499.jpg,,,car,"{'x_left': 0.0027064411122065327, 'y_top': 0.5971996237870592, 'x_right': 0.03776800580804165, 'y_bottom': 0.6611598657455582}",0.14518005,0
2007_003503.jpg,car,"{'x_left': 0.912, 'y_top': 0.5718562874251497, 'x_right': 1.0, 'y_bottom': 0.7095808383233533}",,,,0
2007_003503.jpg,car,"{'x_left': 0.002, 'y_top': 0.5598802395209581, 'x_right': 0.212, 'y_bottom': 0.7305389221556886}",,,,0
2007_003503.jpg,bus,"{'x_left': 0.204, 'y_top': 0.2275449101796407, 'x_right': 0.756, 'y_bottom': 0.8143712574850299}",,,,0
2007_003503.jpg,person,"{'x_left': 0.002, 'y_top': 0.5988023952095808, 'x_right': 0.07, 'y_bottom': 0.9610778443113772}",,,,0
2007_003503.jpg,person,"{'x_left': 0.032, 'y_top': 0.5479041916167665, 'x_right': 0.116, 'y_bottom': 0.8413173652694611}",,,,0
2007_003503.jpg,,,bus,"{'x_left': 0.19982805627185568, 'y_top': 0.20513162558812364, 'x_right': 0.6972836438594874, 'y_bottom': 0.79511706332977}",0.8662573,0
2007_003503.jpg,,,bus,"{'x_left': 0.7819478840147073, 'y_top': 0.476914526375899, 'x_right': 0.8608459731195982, 'y_bottom': 0.5485008666464916}",0.23525456,0
2007_003503.jpg,,,car,"{'x_left': 0.0, 'y_top': 0.5184921840597805, 'x_right': 0.05995260887123072, 'y_bottom': 0.6386355447692367}",0.26365978,0
2007_003503.jpg,,,car,"{'x_left': 0.02354176999972417, 'y_top': 0.5535809837869498, 'x_right': 0.22407939028739932, 'y_bottom': 0.7679957674085177}",0.7291645,0
2007_003503.jpg,,,car,"{'x_left': 0.9049402627949531, 'y_top': 0.5536857870218845, 'x_right': 1.0, 'y_bottom': 0.711572360144441}",0.7430629,0
2007_003503.jpg,,,person,"{'x_left': 0.01720727103627645, 'y_top': 0.6355038703762568, 'x_right': 0.06808604030288183, 'y_bottom': 0.9667875210697834}",0.32603493,0
2007_003506.jpg,pottedplant,"{'x_left': 0.126, 'y_top': 0.12650602409638553, 'x_right': 0.522, 'y_bottom': 0.8644578313253012}",,,,0
2007_003506.jpg,,,pottedplant,"{'x_left': 0.11006869476992354, 'y_top': 0.14370319391415665, 'x_right': 0.5350884911146989, 'y_bottom': 0.8724182210773688}",0.96656054,0
2007_003506.jpg,,,bottle,"{'x_left': 0.5426004169835494, 'y_top': 0.47622190824582034, 'x_right': 0.7034868533038177, 'y_bottom': 0.8532497165687267}",0.21194468,0
2007_003525.jpg,cat,"{'x_left': 0.32, 'y_top': 0.0026666666666666666, 'x_right': 0.896, 'y_bottom': 1.0}",,,,0
2007_003525.jpg,,,cat,"{'x_left': 0.26380674837277485, 'y_top': 0.07403808327729888, 'x_right': 0.918206607395869, 'y_bottom': 0.9682527051531351}",0.86347216,0
2007_003529.jpg,diningtable,"{'x_left': 0.002, 'y_top': 0.6816816816816816, 'x_right': 0.742, 'y_bottom': 1.0}",,,,0
2007_003529.jpg,person,"{'x_left': 0.188, 'y_top': 0.13513513513513514, 'x_right': 0.668, 'y_bottom': 0.9159159159159159}",,,,0
2007_003529.jpg,,,person,"{'x_left': 0.19755641403152396, 'y_top': 0.14341625764663402, 'x_right': 0.647559004586018, 'y_bottom': 0.8939029257029754}",0.89686817,0
2007_003529.jpg,,,chair,"{'x_left': 0.2024802269767798, 'y_top': 0.30262570005526906, 'x_right': 0.6348442822770889, 'y_bottom': 0.9674484565591812}",0.22342068,0
2007_003529.jpg,,,diningtable,"{'x_left': 0.0, 'y_top': 0.7520750768348345, 'x_right': 0.7350733942827812, 'y_bottom': 0.9923365475600958}",0.1207626,0
2007_003530.jpg,sofa,"{'x_left': 0.004, 'y_top': 0.5093333333333333, 'x_right': 0.726, 'y_bottom': 1.0}",,,,0
2007_003530.jpg,person,"{'x_left': 0.012, 'y_top': 0.312, 'x_right': 0.752, 'y_bottom': 1.0}",,,,0
2007_003530.jpg,,,tvmonitor,"{'x_left': 0.7816198891195885, 'y_top': 0.0014646064844498485, 'x_right': 1.0, 'y_bottom': 0.8801045497954809}",0.13089599,0
2007_003530.jpg,,,person,"{'x_left': 0.029230334330522134, 'y_top': 0.315210669688995, 'x_right': 0.7867873025554877, 'y_bottom': 0.991659181019893}",0.93649113,0
2007_003541.jpg,person,"{'x_left': 0.52, 'y_top': 0.036, 'x_right': 0.8933333333333333, 'y_bottom': 1.0}",,,,0
2007_003541.jpg,person,"{'x_left': 0.09066666666666667, 'y_top': 0.144, 'x_right': 0.592, 'y_bottom': 1.0}",,,,0
